Household_Size,Seasonal_Index,Garden_Area,Income_Level,Bathrooms,Appliances_Count,Rainfall,Temperature,Water_Price_Index,Daily_Liters_Used
7.0,0.85,9.0,142362.0,4.0,22.0,25.81,33.51,2.48,1066.0
5.0,0.9,48.0,66041.0,1.0,18.0,86.1,21.29,2.2,720.0
7.0,1.11,107.0,135329.0,3.0,10.0,118.49,31.94,2.46,956.0
7.0,0.83,14.0,149613.0,4.0,6.0,173.82,32.15,1.2,573.0
1.0,0.81,28.0,144124.0,3.0,24.0,87.69,21.68,1.67,370.0
6.0,1.01,70.0,51406.0,1.0,22.0,83.41,26.5,0.6,916.0
6.0,1.15,28.0,103767.0,3.0,24.0,147.0,38.77,1.57,862.0
2.0,0.81,137.0,41673.0,3.0,7.0,3.57,27.66,2.24,996.0
2.0,0.74,98.0,146537.0,3.0,10.0,159.5,12.83,1.61,284.0
6.0,0.71,114.0,39581.0,3.0,9.0,192.46,38.9,1.26,725.0
6.0,1.42,92.0,70383.0,2.0,14.0,42.58,39.16,1.84,1082.0
6.0,1.36,118.0,69768.0,4.0,20.0,65.76,11.59,1.28,887.0
5.0,1.1,95.0,141952.0,3.0,23.0,57.07,39.95,0.57,1254.0
3.0,1.5,54.0,142784.0,,18.0,124.68,35.94,1.05,734.0
7.0,1.47,92.0,112990.0,4.0,9.0,84.94,11.29,0.6,962.0
1.0,1.17,43.0,71272.0,1.0,17.0,78.93,12.47,2.47,261.0
6.0,1.47,107.0,136220.0,2.0,13.0,133.33,35.43,1.14,926.0
2.0,0.76,120.0,134934.0,2.0,5.0,157.15,22.1,1.25,425.0
7.0,1.12,128.0,49813.0,4.0,14.0,,12.19,1.49,
1.0,1.17,149.0,26937.0,2.0,22.0,35.33,37.51,0.96,844.0
4.0,1.03,144.0,45494.0,1.0,18.0,12.82,39.08,2.32,1117.0
3.0,0.84,140.0,61337.0,2.0,19.0,167.14,16.97,1.87,
1.0,0.93,97.0,26191.0,3.0,10.0,145.64,18.05,0.69,339.0
1.0,1.25,134.0,125227.0,4.0,18.0,161.0,14.09,1.09,300.0
6.0,1.32,96.0,22159.0,3.0,,168.49,14.87,1.61,593.0
1.0,1.6,58.0,126540.0,4.0,22.0,63.2,17.82,1.93,654.0
,1.39,139.0,106322.0,2.0,17.0,47.4,23.83,1.59,1116.0
5.0,0.78,61.0,122478.0,2.0,5.0,88.55,38.78,1.98,800.0
,1.4,118.0,110194.0,4.0,17.0,152.26,36.72,2.25,1028.0
6.0,0.78,114.0,104585.0,2.0,19.0,90.28,15.8,2.46,773.0
2.0,0.94,58.0,54758.0,,6.0,146.08,18.99,1.35,322.0
3.0,1.13,39.0,130460.0,2.0,21.0,59.13,26.7,0.99,658.0
4.0,0.96,41.0,114948.0,2.0,,149.17,23.08,0.76,306.0
3.0,1.48,88.0,107759.0,1.0,18.0,160.49,17.03,2.0,349.0
2.0,0.73,0.0,34271.0,4.0,20.0,99.42,39.08,1.51,474.0
7.0,1.22,80.0,108603.0,3.0,19.0,57.66,20.12,1.26,1102.0
1.0,0.82,93.0,23174.0,2.0,21.0,3.73,20.39,1.37,909.0
1.0,1.49,46.0,70971.0,2.0,16.0,197.27,19.47,0.99,27.0
5.0,0.82,103.0,36766.0,3.0,15.0,196.48,,0.89,654.0
3.0,1.05,109.0,125219.0,4.0,15.0,51.84,18.14,1.95,801.0
,0.72,126.0,79470.0,4.0,16.0,132.83,32.25,1.67,993.0
7.0,0.82,129.0,134826.0,1.0,7.0,55.22,16.15,,1021.0
5.0,0.91,127.0,145502.0,4.0,5.0,130.17,27.03,2.1,748.0
5.0,1.18,35.0,87081.0,1.0,5.0,111.38,25.46,0.54,612.0
5.0,1.47,54.0,92534.0,4.0,15.0,121.54,33.14,1.49,830.0
6.0,1.3,57.0,51376.0,2.0,20.0,61.2,17.66,1.52,929.0
1.0,1.59,93.0,46081.0,2.0,19.0,182.37,29.99,1.52,330.0
7.0,0.88,95.0,54695.0,3.0,23.0,23.96,25.94,,1257.0
3.0,0.89,128.0,90610.0,3.0,21.0,142.2,10.2,1.07,484.0
7.0,1.57,4.0,48307.0,4.0,14.0,87.39,19.37,1.2,959.0
5.0,1.48,120.0,96646.0,3.0,17.0,170.2,11.5,0.54,644.0
3.0,0.81,96.0,122828.0,4.0,5.0,128.93,26.43,2.31,457.0
4.0,0.7,17.0,113450.0,3.0,17.0,71.24,13.12,0.55,532.0
7.0,1.44,122.0,128475.0,4.0,22.0,133.94,29.28,0.75,1121.0
5.0,1.58,86.0,134938.0,1.0,14.0,93.46,32.03,1.32,894.0
2.0,0.81,75.0,139243.0,1.0,18.0,112.4,18.5,1.66,328.0
2.0,0.79,125.0,64414.0,2.0,20.0,96.55,24.15,1.27,601.0
5.0,,13.0,102821.0,3.0,15.0,97.52,39.22,1.54,738.0
4.0,0.9,82.0,69002.0,2.0,16.0,198.14,34.83,1.76,462.0
5.0,1.06,111.0,129321.0,1.0,5.0,100.57,12.14,1.1,601.0
5.0,1.09,147.0,51624.0,1.0,21.0,53.06,36.66,1.51,1157.0
2.0,1.06,119.0,131694.0,3.0,20.0,199.94,23.66,0.59,342.0
7.0,0.95,142.0,38667.0,3.0,5.0,160.73,29.37,2.3,870.0
1.0,1.42,57.0,76240.0,1.0,23.0,41.86,18.64,,567.0
6.0,1.4,53.0,40213.0,2.0,8.0,179.13,20.61,2.01,
5.0,1.34,130.0,87356.0,1.0,6.0,,12.9,1.95,747.0
,0.82,14.0,62422.0,4.0,9.0,78.39,29.79,1.21,723.0
1.0,0.83,126.0,109626.0,2.0,23.0,,29.82,0.63,595.0
3.0,1.2,19.0,48412.0,4.0,9.0,87.17,30.34,1.6,582.0
7.0,0.94,52.0,31360.0,2.0,19.0,1.73,35.43,2.2,1143.0
1.0,1.3,,102203.0,2.0,20.0,73.93,35.95,1.94,699.0
1.0,0.79,111.0,37199.0,3.0,9.0,47.75,31.44,2.35,775.0
2.0,0.72,102.0,140944.0,4.0,24.0,25.75,,1.59,751.0
3.0,1.41,128.0,147732.0,2.0,14.0,63.98,23.58,2.48,802.0
5.0,0.75,27.0,59895.0,2.0,22.0,88.15,18.69,1.89,418.0
7.0,1.37,40.0,86537.0,4.0,20.0,89.02,22.86,0.95,2092.0
6.0,0.77,111.0,93755.0,4.0,13.0,114.2,21.2,1.23,839.0
7.0,1.05,76.0,135792.0,2.0,5.0,193.64,29.36,2.44,566.0
4.0,1.39,24.0,30345.0,,14.0,25.34,23.2,1.87,853.0
3.0,0.74,62.0,39773.0,4.0,9.0,71.67,36.08,0.61,735.0
2.0,1.09,12.0,25974.0,4.0,18.0,96.24,23.48,2.15,365.0
4.0,1.02,142.0,68665.0,2.0,18.0,3.61,32.63,1.62,1125.0
5.0,1.45,143.0,61302.0,1.0,21.0,4.35,26.47,0.69,1365.0
3.0,1.26,73.0,148805.0,4.0,11.0,188.45,32.34,2.14,355.0
2.0,0.86,149.0,129765.0,2.0,17.0,161.44,17.35,0.64,337.0
3.0,1.28,51.0,24368.0,3.0,20.0,14.36,20.95,0.89,964.0
6.0,1.29,114.0,118162.0,1.0,24.0,170.95,26.88,0.66,726.0
,1.52,146.0,63617.0,1.0,14.0,152.86,26.91,,676.0
6.0,0.88,142.0,60718.0,3.0,5.0,125.5,11.98,1.12,621.0
4.0,0.9,74.0,52427.0,1.0,23.0,188.85,23.81,1.94,337.0
1.0,1.36,110.0,78755.0,3.0,7.0,165.29,39.56,1.55,449.0
7.0,1.23,14.0,109242.0,,19.0,84.01,26.23,0.67,849.0
,0.79,98.0,106988.0,1.0,11.0,145.32,38.98,1.64,485.0
6.0,1.38,140.0,87691.0,3.0,6.0,188.23,,1.15,832.0
6.0,1.48,106.0,76827.0,2.0,21.0,147.09,17.11,2.35,707.0
6.0,1.54,36.0,144661.0,,18.0,12.49,19.14,1.77,995.0
2.0,0.76,117.0,52919.0,2.0,19.0,102.49,35.22,2.18,574.0
,1.32,124.0,109044.0,1.0,,130.91,32.19,1.85,800.0
1.0,1.49,31.0,76759.0,2.0,12.0,2.75,,2.18,576.0
6.0,1.27,,103860.0,4.0,5.0,117.33,31.19,1.87,879.0
4.0,1.1,38.0,29873.0,4.0,17.0,137.67,,1.69,389.0
6.0,1.33,139.0,76597.0,4.0,9.0,151.66,30.26,,870.0
7.0,0.77,71.0,25529.0,1.0,19.0,193.73,18.7,2.09,494.0
5.0,0.88,,60701.0,2.0,5.0,71.56,13.14,2.19,468.0
6.0,1.4,14.0,34745.0,3.0,12.0,157.59,23.18,1.62,508.0
4.0,,64.0,97209.0,3.0,8.0,154.31,34.01,1.97,596.0
2.0,1.1,31.0,133682.0,1.0,18.0,184.05,24.9,2.08,7.0
3.0,1.02,110.0,105761.0,2.0,21.0,187.16,18.01,2.28,225.0
7.0,1.6,77.0,50341.0,4.0,14.0,53.87,37.28,2.27,1369.0
3.0,1.28,73.0,125072.0,2.0,11.0,26.75,12.6,1.44,687.0
3.0,0.79,72.0,146796.0,4.0,9.0,45.96,20.57,1.05,780.0
3.0,1.59,53.0,20901.0,1.0,23.0,196.89,27.37,1.79,230.0
1.0,0.73,101.0,69036.0,4.0,12.0,121.72,11.14,1.46,312.0
1.0,1.14,105.0,50024.0,1.0,15.0,180.88,29.78,1.1,381.0
4.0,0.8,29.0,64387.0,2.0,7.0,70.46,15.04,1.03,426.0
1.0,1.48,118.0,82287.0,4.0,6.0,32.71,25.69,0.81,805.0
2.0,1.52,121.0,109387.0,2.0,23.0,143.94,20.55,2.16,542.0
6.0,0.8,16.0,24922.0,1.0,18.0,112.23,39.45,1.31,698.0
2.0,0.93,148.0,20992.0,4.0,10.0,93.45,18.9,1.21,658.0
6.0,1.08,98.0,63965.0,4.0,19.0,29.55,12.82,0.66,1153.0
3.0,1.06,133.0,111391.0,1.0,23.0,195.09,18.37,,325.0
4.0,0.95,92.0,43474.0,1.0,14.0,5.77,29.11,0.54,1038.0
5.0,1.26,17.0,80782.0,2.0,8.0,73.81,21.47,1.07,649.0
2.0,,40.0,38830.0,2.0,10.0,82.9,39.05,1.55,650.0
4.0,1.42,68.0,28738.0,3.0,21.0,79.1,11.16,1.53,595.0
3.0,0.93,39.0,35696.0,3.0,22.0,78.96,27.45,2.41,525.0
2.0,0.76,5.0,61979.0,2.0,19.0,149.92,17.57,1.92,65.0
5.0,1.36,130.0,130776.0,3.0,8.0,118.97,34.89,0.92,1003.0
4.0,1.57,10.0,102464.0,1.0,16.0,104.17,23.98,0.8,413.0
1.0,1.07,143.0,95148.0,1.0,5.0,71.98,24.42,0.67,600.0
4.0,1.36,42.0,59405.0,4.0,13.0,117.43,26.16,0.71,706.0
6.0,0.76,110.0,133957.0,1.0,9.0,,21.31,1.28,724.0
4.0,1.19,2.0,97654.0,,8.0,13.88,20.5,0.77,813.0
3.0,1.45,100.0,31279.0,1.0,9.0,37.9,10.24,1.07,699.0
7.0,1.22,110.0,108992.0,3.0,9.0,132.76,12.91,0.98,860.0
2.0,1.07,11.0,145067.0,4.0,7.0,75.78,17.71,1.93,392.0
5.0,1.44,72.0,77986.0,2.0,9.0,30.59,,0.71,972.0
6.0,0.9,82.0,108074.0,1.0,16.0,99.31,21.37,1.05,842.0
6.0,0.83,21.0,,4.0,23.0,112.03,32.46,1.59,814.0
4.0,1.16,100.0,103232.0,1.0,19.0,120.53,25.21,2.44,517.0
2.0,1.56,94.0,74857.0,2.0,9.0,119.73,31.67,1.65,
2.0,1.02,140.0,31957.0,4.0,7.0,140.16,36.09,2.29,579.0
4.0,0.7,36.0,64237.0,1.0,11.0,160.65,10.66,1.11,164.0
2.0,1.26,116.0,73473.0,2.0,6.0,167.57,39.98,1.62,493.0
4.0,1.08,108.0,79213.0,4.0,7.0,194.86,15.06,1.83,450.0
7.0,1.02,111.0,145659.0,1.0,20.0,113.9,29.13,0.95,917.0
2.0,1.14,110.0,34130.0,3.0,20.0,0.27,18.6,2.44,833.0
1.0,1.4,122.0,38646.0,4.0,11.0,142.55,35.82,1.08,685.0
7.0,1.25,12.0,125752.0,4.0,21.0,161.44,27.86,1.18,738.0
4.0,1.11,74.0,108721.0,2.0,8.0,168.66,34.31,0.82,
7.0,1.43,69.0,104817.0,2.0,23.0,116.37,34.68,0.79,1068.0
6.0,1.03,31.0,121010.0,2.0,6.0,133.02,12.33,1.36,465.0
1.0,1.31,,92903.0,4.0,8.0,83.53,27.1,1.45,402.0
5.0,1.38,28.0,126337.0,2.0,14.0,160.86,32.48,1.36,607.0
6.0,0.75,128.0,33543.0,2.0,7.0,126.82,33.16,1.93,774.0
3.0,1.11,75.0,76117.0,1.0,19.0,186.31,16.34,0.6,331.0
3.0,1.32,48.0,62543.0,3.0,11.0,58.94,27.38,1.11,600.0
7.0,0.74,75.0,40923.0,,20.0,58.73,22.63,1.2,976.0
1.0,1.14,149.0,42616.0,1.0,8.0,117.83,24.26,2.08,510.0
,0.96,109.0,122306.0,3.0,22.0,157.26,16.64,1.3,289.0
2.0,0.99,40.0,117206.0,1.0,15.0,30.63,31.85,0.59,896.0
3.0,0.71,68.0,145139.0,1.0,14.0,79.71,31.68,1.34,609.0
6.0,1.17,53.0,53757.0,3.0,21.0,134.39,22.01,0.54,804.0
6.0,1.29,109.0,44466.0,4.0,9.0,127.24,37.78,1.55,990.0
7.0,0.85,114.0,,2.0,9.0,109.33,20.31,1.85,
5.0,0.76,111.0,146457.0,4.0,8.0,32.12,23.19,2.12,1085.0
2.0,0.77,31.0,25812.0,1.0,15.0,126.59,38.48,1.59,429.0
5.0,0.95,40.0,30304.0,4.0,12.0,37.32,15.62,1.4,903.0
2.0,1.55,45.0,41672.0,3.0,18.0,34.05,37.35,1.23,922.0
3.0,0.7,131.0,119477.0,3.0,7.0,35.9,19.56,1.07,890.0
2.0,1.43,109.0,124630.0,3.0,11.0,47.62,20.05,1.89,816.0
1.0,1.26,41.0,99315.0,1.0,22.0,132.96,37.57,0.74,742.0
4.0,1.1,56.0,100908.0,1.0,6.0,24.95,33.77,0.59,1006.0
1.0,1.25,100.0,56993.0,1.0,5.0,121.76,17.78,0.78,288.0
5.0,0.99,,54235.0,2.0,24.0,179.31,18.82,1.14,557.0
6.0,0.84,39.0,144421.0,1.0,23.0,142.25,,1.2,697.0
2.0,1.15,139.0,34645.0,3.0,21.0,49.44,25.36,2.3,1009.0
3.0,0.82,23.0,23326.0,1.0,6.0,160.55,34.21,1.78,259.0
7.0,1.24,146.0,60115.0,1.0,5.0,158.96,14.04,,747.0
1.0,0.93,16.0,108177.0,1.0,19.0,128.81,29.28,1.6,230.0
6.0,1.33,26.0,127399.0,3.0,16.0,52.93,23.94,1.32,908.0
2.0,1.58,108.0,80973.0,4.0,5.0,170.49,25.32,1.7,489.0
5.0,1.4,146.0,98291.0,1.0,13.0,143.8,25.1,1.73,747.0
1.0,1.04,26.0,87684.0,4.0,11.0,180.88,32.04,1.79,186.0
4.0,1.58,69.0,145857.0,2.0,19.0,121.81,24.37,0.85,550.0
5.0,1.44,131.0,29130.0,1.0,24.0,177.14,20.11,0.57,721.0
6.0,1.48,53.0,143246.0,3.0,,55.89,19.14,0.62,803.0
5.0,1.05,31.0,44600.0,1.0,23.0,,25.22,0.58,739.0
5.0,1.28,109.0,99335.0,1.0,20.0,191.23,17.96,1.46,595.0
2.0,1.5,6.0,125386.0,1.0,17.0,153.07,29.54,2.21,222.0
6.0,1.39,76.0,49992.0,4.0,19.0,19.2,23.12,2.25,1107.0
7.0,1.25,34.0,124544.0,2.0,8.0,21.08,10.32,1.97,829.0
1.0,1.06,0.0,119809.0,1.0,8.0,144.59,31.57,,154.0
4.0,1.17,149.0,73775.0,3.0,19.0,58.46,38.25,2.4,1125.0
5.0,1.37,80.0,52152.0,4.0,16.0,168.64,15.25,1.7,487.0
6.0,0.8,57.0,20363.0,3.0,7.0,105.45,14.0,1.52,689.0
4.0,0.87,113.0,41638.0,3.0,11.0,81.04,38.7,1.4,1033.0
4.0,0.92,120.0,86323.0,1.0,24.0,25.7,20.66,0.72,1004.0
3.0,1.35,39.0,127529.0,4.0,12.0,157.39,10.11,1.08,274.0
5.0,0.95,111.0,110367.0,4.0,23.0,30.61,25.54,1.26,1208.0
6.0,0.76,136.0,25801.0,4.0,19.0,80.54,28.79,2.35,1039.0
4.0,1.07,47.0,126073.0,3.0,22.0,,17.03,2.45,593.0
3.0,0.97,133.0,135911.0,,10.0,19.71,15.73,2.39,753.0
2.0,1.02,143.0,135066.0,3.0,15.0,134.44,37.84,0.57,769.0
5.0,1.03,121.0,25629.0,4.0,11.0,113.31,12.46,1.96,658.0
3.0,1.3,27.0,,,15.0,27.34,,1.64,666.0
3.0,0.78,24.0,105643.0,3.0,20.0,10.38,10.97,1.75,613.0
1.0,1.31,122.0,125541.0,2.0,15.0,125.71,27.26,1.65,556.0
2.0,1.36,53.0,111555.0,4.0,5.0,52.51,21.17,1.81,584.0
3.0,1.19,,122326.0,4.0,24.0,35.65,37.07,0.75,1202.0
2.0,1.53,126.0,84173.0,3.0,18.0,136.95,21.1,0.89,687.0
7.0,0.83,15.0,98012.0,3.0,16.0,91.9,30.7,1.28,908.0
2.0,0.86,27.0,135284.0,4.0,24.0,45.15,10.64,1.9,546.0
5.0,0.78,145.0,134965.0,3.0,5.0,59.79,22.59,0.76,981.0
3.0,0.83,62.0,127357.0,4.0,12.0,162.07,33.01,0.74,495.0
6.0,1.14,77.0,96976.0,2.0,19.0,6.66,39.62,2.02,1211.0
2.0,1.42,70.0,92572.0,2.0,14.0,,,2.28,754.0
4.0,0.76,93.0,120825.0,1.0,14.0,94.07,22.69,0.54,677.0
6.0,0.9,39.0,70492.0,3.0,10.0,24.05,24.55,1.97,891.0
4.0,1.34,130.0,86543.0,4.0,5.0,101.12,36.72,1.25,
6.0,0.99,39.0,129756.0,1.0,19.0,70.4,25.43,0.76,830.0
4.0,0.91,1.0,121291.0,3.0,10.0,108.2,24.13,1.01,489.0
4.0,1.23,85.0,127392.0,2.0,23.0,61.77,37.64,1.3,1092.0
2.0,1.49,12.0,143206.0,4.0,,121.74,18.38,0.56,378.0
7.0,1.31,101.0,39177.0,3.0,,121.86,33.08,0.66,1126.0
4.0,0.85,93.0,27533.0,1.0,16.0,89.44,22.95,1.21,597.0
4.0,1.18,148.0,37718.0,3.0,6.0,117.18,32.71,1.95,677.0
6.0,0.81,41.0,41584.0,2.0,8.0,71.38,39.43,0.97,940.0
3.0,1.36,13.0,78095.0,1.0,8.0,156.99,15.58,2.01,128.0
5.0,1.54,40.0,73785.0,1.0,14.0,67.83,23.48,2.24,710.0
3.0,1.57,67.0,92833.0,3.0,16.0,122.18,17.48,1.06,488.0
1.0,1.4,138.0,54678.0,3.0,18.0,179.29,19.67,1.78,371.0
2.0,0.99,136.0,51186.0,2.0,13.0,56.5,17.85,1.33,747.0
7.0,1.04,103.0,117434.0,2.0,18.0,64.04,33.82,0.59,1169.0
3.0,1.26,57.0,53073.0,2.0,5.0,155.8,33.78,1.69,457.0
6.0,0.94,80.0,131508.0,1.0,5.0,29.01,24.91,0.88,1015.0
7.0,1.24,137.0,58106.0,3.0,21.0,171.87,,2.05,932.0
5.0,1.54,,49709.0,1.0,22.0,119.71,36.36,2.33,724.0
1.0,0.71,35.0,116894.0,1.0,23.0,192.18,24.43,0.56,-1.0
7.0,1.27,56.0,39023.0,1.0,10.0,59.71,16.19,1.37,884.0
3.0,1.57,111.0,27853.0,2.0,16.0,166.59,30.95,2.21,523.0
4.0,0.86,135.0,75432.0,3.0,6.0,54.46,12.47,0.61,770.0
7.0,0.91,108.0,106126.0,1.0,18.0,99.85,13.19,0.94,734.0
5.0,1.25,36.0,81382.0,3.0,12.0,154.48,36.92,0.95,683.0
2.0,1.41,128.0,23720.0,,19.0,95.79,18.09,1.15,668.0
,1.5,5.0,126031.0,1.0,19.0,28.83,36.84,1.64,977.0
5.0,1.55,33.0,142013.0,3.0,10.0,83.99,39.06,0.6,
2.0,1.17,4.0,89904.0,2.0,24.0,188.52,13.8,1.78,-8.0
7.0,0.93,138.0,70617.0,4.0,,196.23,26.62,0.76,882.0
1.0,1.39,67.0,72151.0,2.0,8.0,23.98,26.88,2.43,557.0
4.0,0.94,134.0,,3.0,23.0,108.23,10.33,1.29,575.0
,1.06,34.0,47675.0,2.0,6.0,178.65,,1.09,424.0
6.0,0.98,146.0,,1.0,6.0,124.99,30.15,,827.0
6.0,1.26,47.0,20215.0,4.0,17.0,68.22,30.49,1.14,1010.0
1.0,1.43,16.0,98282.0,4.0,5.0,156.66,28.93,1.52,272.0
7.0,0.98,18.0,95057.0,2.0,8.0,106.32,13.53,1.07,617.0
3.0,1.33,53.0,41042.0,1.0,23.0,161.17,33.6,1.94,
4.0,1.5,69.0,107892.0,2.0,7.0,6.06,22.35,1.73,869.0
6.0,1.08,67.0,135721.0,1.0,18.0,22.63,31.8,1.21,1112.0
2.0,1.22,0.0,92590.0,2.0,7.0,34.84,17.68,1.74,402.0
3.0,1.23,149.0,,1.0,15.0,112.6,28.68,1.15,862.0
1.0,1.35,45.0,100859.0,2.0,21.0,31.13,34.01,1.84,722.0
4.0,0.84,144.0,35581.0,3.0,6.0,152.29,27.38,0.99,
3.0,1.16,82.0,37272.0,1.0,10.0,192.15,18.52,0.93,245.0
6.0,0.95,77.0,135819.0,2.0,15.0,112.5,26.07,2.06,707.0
7.0,0.88,137.0,83772.0,2.0,17.0,182.13,20.31,1.17,754.0
1.0,0.93,69.0,35339.0,3.0,9.0,94.42,16.13,1.86,276.0
6.0,1.56,79.0,20490.0,2.0,8.0,83.04,24.03,2.08,838.0
6.0,1.23,46.0,56444.0,3.0,8.0,46.8,24.31,2.12,865.0
3.0,1.38,75.0,82699.0,2.0,18.0,50.65,16.24,2.24,595.0
2.0,1.06,107.0,71287.0,1.0,13.0,188.33,32.91,2.35,333.0
1.0,1.43,16.0,98282.0,4.0,5.0,156.66,28.93,1.52,272.0
4.0,1.55,38.0,111186.0,4.0,6.0,14.87,36.67,1.73,1068.0
3.0,1.38,76.0,70017.0,,9.0,84.18,10.75,2.41,430.0
3.0,1.53,125.0,86766.0,2.0,22.0,117.54,25.3,1.72,645.0
4.0,1.35,45.0,122780.0,4.0,6.0,29.02,34.95,1.42,911.0
6.0,0.74,59.0,,1.0,15.0,39.56,36.84,1.31,1042.0
3.0,1.07,10.0,97534.0,4.0,11.0,85.62,29.78,1.31,527.0
1.0,1.06,57.0,65201.0,1.0,,149.33,31.65,1.34,355.0
7.0,1.08,57.0,24758.0,1.0,13.0,160.13,25.6,2.44,559.0
1.0,1.26,35.0,132061.0,1.0,5.0,22.21,38.08,2.18,646.0
3.0,1.25,11.0,22567.0,2.0,8.0,62.88,32.56,1.75,555.0
6.0,1.1,42.0,138248.0,1.0,18.0,136.18,11.65,1.04,419.0
2.0,1.01,,67645.0,3.0,12.0,70.28,25.3,1.79,551.0
2.0,1.48,,106971.0,4.0,11.0,112.65,22.76,1.4,589.0
5.0,1.07,60.0,105430.0,2.0,19.0,79.68,24.59,1.26,716.0
4.0,1.37,80.0,,3.0,17.0,135.78,33.02,2.46,640.0
2.0,0.78,146.0,85066.0,4.0,9.0,64.45,13.63,2.03,668.0
6.0,1.2,123.0,35386.0,4.0,19.0,174.99,11.62,,740.0
3.0,1.27,87.0,90832.0,1.0,15.0,196.52,31.3,2.37,232.0
3.0,1.16,143.0,46950.0,4.0,14.0,15.73,32.41,0.6,1071.0
5.0,1.28,5.0,24150.0,3.0,22.0,168.3,34.58,2.08,
6.0,1.36,21.0,57860.0,4.0,11.0,178.6,22.43,1.51,626.0
,1.44,4.0,64755.0,2.0,13.0,79.77,38.76,2.39,610.0
2.0,1.52,26.0,51625.0,3.0,16.0,148.37,30.19,1.37,372.0
2.0,0.74,34.0,135720.0,2.0,23.0,183.36,16.68,1.86,89.0
1.0,1.45,19.0,148854.0,1.0,10.0,,11.73,2.39,-90.0
5.0,0.96,29.0,44054.0,4.0,7.0,59.64,34.33,1.74,837.0
7.0,0.94,140.0,24379.0,4.0,13.0,185.36,30.28,0.72,985.0
2.0,1.36,102.0,77473.0,2.0,5.0,151.81,21.48,0.51,420.0
7.0,1.41,94.0,138192.0,2.0,24.0,83.32,13.11,1.7,911.0
2.0,1.34,10.0,121187.0,2.0,21.0,90.28,11.02,2.5,258.0
2.0,1.11,79.0,20463.0,2.0,10.0,114.41,39.33,1.53,596.0
4.0,0.81,6.0,100730.0,4.0,16.0,114.73,24.12,1.93,440.0
4.0,1.16,12.0,55525.0,3.0,14.0,106.54,31.4,0.75,537.0
5.0,0.79,92.0,149024.0,4.0,10.0,25.24,34.05,0.67,1122.0
6.0,1.05,83.0,126102.0,4.0,19.0,33.41,24.11,2.11,1068.0
6.0,1.34,148.0,40224.0,2.0,10.0,5.57,32.49,1.04,1383.0
6.0,0.93,141.0,75501.0,4.0,10.0,122.93,21.48,2.2,759.0
5.0,1.28,117.0,,2.0,24.0,102.52,35.88,1.83,1088.0
4.0,0.91,126.0,30143.0,1.0,5.0,116.33,31.07,0.76,
4.0,0.73,21.0,23159.0,1.0,8.0,111.35,21.61,1.89,337.0
6.0,1.05,65.0,57706.0,1.0,15.0,,20.29,1.46,544.0
7.0,1.41,58.0,83261.0,2.0,23.0,140.78,11.01,2.09,631.0
6.0,0.71,12.0,144749.0,3.0,,191.25,15.63,0.57,536.0
7.0,1.15,94.0,108559.0,,21.0,154.13,14.76,2.14,731.0
4.0,1.18,17.0,55081.0,3.0,22.0,9.25,31.43,1.68,970.0
6.0,0.91,72.0,26008.0,4.0,16.0,152.66,38.18,1.17,946.0
,1.05,86.0,68570.0,4.0,17.0,,14.98,1.7,502.0
4.0,0.85,11.0,126917.0,4.0,18.0,164.55,31.19,2.21,282.0
1.0,1.41,130.0,90190.0,1.0,12.0,1.18,19.11,2.46,625.0
6.0,1.32,101.0,21129.0,3.0,11.0,53.81,33.68,1.89,1110.0
2.0,1.42,115.0,148023.0,1.0,7.0,137.8,23.06,1.85,396.0
4.0,0.92,23.0,93805.0,1.0,,116.68,27.37,1.8,1026.0
1.0,1.53,14.0,74530.0,4.0,10.0,186.11,14.81,1.99,21.0
1.0,1.06,122.0,147288.0,2.0,8.0,124.87,18.71,1.66,352.0
6.0,0.97,77.0,89351.0,2.0,15.0,98.6,34.47,2.18,914.0
,0.8,141.0,134483.0,3.0,18.0,119.19,19.71,1.63,1023.0
7.0,1.47,89.0,33668.0,3.0,,20.68,20.23,1.31,1236.0
1.0,0.99,127.0,22841.0,3.0,17.0,186.79,,1.39,466.0
2.0,1.14,75.0,125315.0,4.0,6.0,85.22,27.76,0.9,617.0
4.0,1.59,143.0,87443.0,2.0,24.0,84.68,16.07,2.25,891.0
4.0,0.84,40.0,141897.0,1.0,16.0,146.49,29.43,2.36,872.0
1.0,0.7,70.0,120165.0,4.0,8.0,90.42,37.38,2.36,332.0
7.0,0.98,103.0,114774.0,2.0,23.0,195.49,19.07,0.86,665.0
3.0,1.05,148.0,46026.0,3.0,22.0,145.3,31.65,1.15,724.0
1.0,1.13,139.0,88116.0,1.0,8.0,146.0,30.04,1.1,552.0
3.0,1.11,8.0,36453.0,3.0,21.0,9.46,29.34,1.8,813.0
3.0,,75.0,107508.0,3.0,23.0,35.92,,1.64,565.0
2.0,1.25,28.0,103255.0,3.0,15.0,61.09,,2.29,455.0
2.0,1.11,,95069.0,,8.0,22.42,19.82,0.52,697.0
7.0,1.4,98.0,126750.0,4.0,7.0,198.36,37.18,1.88,867.0
1.0,1.54,140.0,101533.0,2.0,12.0,149.9,31.39,,539.0
3.0,1.09,29.0,104523.0,4.0,5.0,91.12,19.53,2.18,384.0
1.0,1.5,30.0,,4.0,11.0,77.08,31.43,1.61,506.0
5.0,1.17,114.0,110349.0,2.0,11.0,61.76,30.81,1.24,988.0
